,Author,Date,Colour,Verification,Rating,Title,Desc
896,"['mohammed a.', [...]]","['10 December 2017', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[[]],"['1.0 out of 5 stars', [...]]","['Worst', [...]]","[['Very bad', 'Worst iphone ever']]"
897,"['Aditya Chaudhary', [...]]","['5 December 2017', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[[]],"['1.0 out of 5 stars', [...]]","['Too cheap for a filthy rich person like me.', [...]]",[['Meh!! This phone is too cheap apple. Make some expensive phones.']]
898,"['Sher khan', [...]]","['30 November 2017', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[[]],"['1.0 out of 5 stars', [...]]","['One Star', [...]]",[['One of the worst phone I have ever seen in my life..... Rediculous and third grade catagory.']]
899,"['Naresh jain', [...]]","['30 November 2017', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[[]],"['1.0 out of 5 stars', [...]]","['One Star', [...]]",[['Overpriced phone and not good specs']]
900,"['vivek bohra', [...]]","['19 October 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[['Verified Purchase']],"['1.0 out of 5 stars', [...]]","['Faulty device delivered', [...]]","[['Faulty touchscreen of the device, contacted Amazon customer care for device replacement (as per replacement policy within 7 days against manufacturing defects). But Amazon suggested me to visit the nearest apple service center for repair/replacement as per Apple policy.  I have submitted my device on 18.10.2018 to apple care and waiting for their action for repair or replacement.', 'Surprising to know that Amazon maintains this dual policy for mobile devices when it comes to Apple products.', 'Pathetic, now my brand new device is submitted to Apple car and I have to wait for 7 days.', 'Amazon you need to understand that customer satisfaction is of utmost importance, just increase numbers on the sales charts doesnt make you big.']]"
901,"['MonVic', [...]]","['2 November 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Well balanced phone.', [...]]",[['I bought this phone for just camera.I travel a lot and like a handy camera.This serves the purpose I had option of Xr & X but I wanted a balance between screen and camera.Also I got it for 62k.']]
902,"['Amazon Customer', [...]]","['9 November 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[['Verified Purchase']],"['2.0 out of 5 stars', [...]]","['An expensive phone with great features but a weak build', [...]]","[['The great thing about the phone is ease of use and superb camera. The pictures are awesome the quality of voice is great and a superb ease of use. After moving away from iPhone for 3 years and been struggling with Andriod it was nice to be back with iPhone X', ""Was super excited when I open the box and get it ready to use, the features are awesome and been great responsive. Took photos, shoot video's and everything is fine"", 'The fourth day I realised the setback with the phone, the screen started having hairline scratches and thats where I realised what apple said about the toughest glass ever in smartphone statement is not correct. I was so upset to see a 75k phone screen scratches in a week. Went to iPhone store and to my surprise they say its a common complaint and suggested to put a screen guard.', 'What a stupid thing from Apple to sell such and expensive and so poor quality screen. My 15K Motorola phone ever after an year of usage had not a single scratch.', 'I strongly recommend to put screen guard on day 1 even though it looks ugly. such a shame from apple to build so low quality screen']]"
903,"['Aman', [...]]","['1 November 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['good phone', [...]]","[['superb phone  . m writting this review after 1 month  camera quality is awesome  u can say i hv clicked with dslr  . touch is too good ,  unlocking works in dark also .  only if u do normal browsing music youtube battery will work for 1 day.  but if u go for game like pub g in high graphics battery will work for 4.5 hr  but dat is common in all phones']]"
904,"['venkat', [...]]","['18 October 2018', [...]]","['Colour: Space Grey', 'Size: 256GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Good Purchase at great price', [...]]","[[""Was skeptical to buy, but googled and found Appario Retail is Patni group company and Amazon has investments. Thanks to SBI and Appario Retail, Amazon for the good price offer. I got instant discount of 2000 and Amazon Pay cashback of 1000, awaiting for SBI cashback of 6000, then finally it will be 71K. The best part is free EMI but I haven't availed it though. Specs and usability no need to review.""]]"
905,"['shreyas', [...]]","['18 December 2018', [...]]","['Colour: Space Grey', 'Size: 256GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Wait for offer-79,999-256GB', [...]]","[['1. Wait for festive offer.', '2. I got it for 73,000 appx', 'Yes 256GB', '3. Appx 5500 for old phone’s exchange.']]"
906,"['GamersGameOver', [...]]","['19 January 2019', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Have kidney, will buy!', [...]]","[['Dil, jigar, kidney, liver sold and only then i could afford it😂']]"
907,"['**', [...]]","['11 January 2019', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Super!', [...]]",[['Awesome ... enjoying the superfast RAM overall product recrived as per expectation. Delivery time was super fast . Thank you Amazon!']]
908,"['KAUSH', [...]]","['14 December 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['""If you don\'t have an iPhone, well, you don\'t have an iPhone""', [...]]","[[""I think the iPhone is the best consumer product ever. That's what I feel about it. And it's become so integrated and integral to our lives, you wouldn't think about leaving home without it.""]]"
909,"['Sandeep Srivastava', [...]]","['23 September 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Indeed - 5 star product', [...]]",[['Apple is Apple']]
910,"['Arvind', [...]]","['29 November 2018', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Flawless experience using Iphone x', [...]]",[['Flawless experience using Iphone x']]
911,"['Amazon Customer', [...]]","['7 December 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[['Verified Purchase']],"['3.0 out of 5 stars', [...]]","['Offers attached to IPhone purchase', [...]]",[['Some of the offers like the screen replacement warranty card not provided despite repeated requests']]
912,"['k', [...]]","['11 October 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Excellent product', [...]]",[['Excellent product']]
913,"['Anshul Thakral', [...]]","['14 November 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['In love with it', [...]]",[['One of the powerful device with amazing technology.']]
914,"['Amazon Customer', [...]]","['11 November 2018', [...]]","['Colour: Silver', 'Size: 256GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Sexiest iPhone ever', [...]]","[['The most sexiest Apple iPhone ever. The screen is superb, satisfaction build quality. You will love it, that I can assure you.']]"
915,"['Somashekhar', [...]]","['18 October 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['iPhone x, awesome phone.', [...]]","[['Phone is extraordinary, glad to experience iOS on iPhone X!!!']]"
916,"['Jatin Sai Jaggi', [...]]","['12 October 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Thumbs Up', [...]]",[['Great In Every Aspect']]
917,"['ABG', [...]]","['23 November 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['👍', [...]]",[['👍👍👍']]
918,"['Shivam', [...]]","['6 November 2018', [...]]","['Colour: Silver', 'Size: 256GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Truly Spectacular', [...]]",[['The experience with this iPhone is truly amazing. The feel and usage experience is extraordinary.']]
919,"['amit Wilson', [...]]","['16 November 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Amazing product', [...]]",[['Amazing product']]
920,"['chitta ranjan', [...]]","['14 December 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Great price', [...]]","[['Great piece of toy , being an apple fan worth it for 70k not for 90k', 'Happy']]"
921,"['Sonia', [...]]","['3 December 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Nice', [...]]",[['Cardboard Box was broken but the contents were safe']]
922,"['Naveed', [...]]","['5 December 2018', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Nice one', [...]]",[['Superb']]
923,"['PS', [...]]","['3 January 2019', [...]]","['Colour: Space Grey', 'Size: 256GB', [...]]",[['Verified Purchase']],"['4.0 out of 5 stars', [...]]","['Brilliant phone, eye-watering price', [...]]","[[""It's a brilliant phone, at an unbelievably inflated price.""]]"
924,"['Ashutosh', [...]]","['14 December 2018', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Nice phone', [...]]",[['Working fine']]
925,"['Saurabh Bhasin', [...]]","['31 December 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Absolutely good!', [...]]","[['Good design, just love it.']]"
926,"['vipin', [...]]","['4 November 2018', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[['Verified Purchase']],"['4.0 out of 5 stars', [...]]","['The next generation of iphones', [...]]",[['Price is high but worth every penny.']]
927,"['rohit raman', [...]]","['24 November 2018', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Excellent phone', [...]]",[['Overall good battery life and awesome camera quality.']]
928,"['Amazon Customer', [...]]","['26 October 2018', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Simply superb', [...]]",[['Undoubtedly the best smartphone though overpriced']]
929,"['Nishantox', [...]]","['12 December 2018', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Beast', [...]]",[['Beast h ye']]
930,"['Akash Borya', [...]]","['19 November 2018', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Nice and durable product', [...]]",[['Good product as compared to all brands']]
931,"['Amazon Customer', [...]]","['29 November 2018', [...]]","['Colour: Silver', 'Size: 256GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['iPhone X', [...]]",[['Good deal with nice quality']]
932,"['sharath', [...]]","['9 December 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Product delivery', [...]]",[['It’s excellent product']]
933,"['Deb Sankar', [...]]","['25 October 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Super cool deal for iphone.', [...]]","[['Got for 69999. Best deal ever for iPhone x. Authentic and brand new.', 'Will buy in future for upcoming iPhones from Amazon only .', 'How is iPhone x ? Well I was using iPhone 6s and then note 8. Android from Samsung still lags (notification , seraching,) which I could not accept. First diff I found the Iris scanner is super cool and I almost forget that therw is a password in my phone . Apps way more optimised and faster than note 8. Animations are not laggy. Super easy to use and most importantly its way more secure.']]"
